selling_price,km_driven,fuel,seller_type,transmission,owner,seats,torque_rpm,Mileage,Engine,Max_Power
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0
2711000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0
558000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
165000,56000,Petrol,Individual,Manual,Third Owner,5.0,3000,17.92,1086.0,62.1
300000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,21.9,1396.0,88.76
500000,5000,Petrol,Individual,Manual,First Owner,5.0,4500,20.3,1086.0,68.0
900000,100000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,140.0
830000,60000,Diesel,Individual,Automatic,Third Owner,5.0,2750,11.0,2993.0,235.0
640000,65000,Diesel,Individual,Manual,Second Owner,5.0,2500,21.14,1498.0,103.52
900000,70000,Diesel,Individual,Manual,Third Owner,7.0,2800,15.4,2179.0,120.0
450000,60000,Diesel,Individual,Manual,First Owner,7.0,1750,18.2,1248.0,73.8
825000,82000,Diesel,Individual,Manual,First Owner,5.0,1750,28.09,1248.0,88.5
500000,80000,Diesel,Individual,Manual,Second Owner,7.0,2700,13.7,2179.0,138.1
325000,5000,Petrol,Individual,Manual,Second Owner,6.0,3600,18.15,1198.0,82.0
450000,133000,Diesel,Individual,Manual,First Owner,5.0,2250,19.01,1461.0,108.45
675000,25000,Petrol,Individual,Manual,Second Owner,5.0,4800,17.5,1199.0,88.7
415000,15000,Petrol,Individual,Manual,First Owner,5.0,4000,17.57,1193.0,88.7
1100000,40000,Diesel,Individual,Manual,First Owner,5.0,2750,21.38,1396.0,88.7
500000,35000,Petrol,Individual,Manual,First Owner,5.0,3750,17.0,1198.0,73.75
509999,70000,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1
200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,9.0,2800,10.5,2609.0,120.0
60000,100000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0
500000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.3
45000,100000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.2,1396.0,53.5
270000,50000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
550000,40000,Petrol,Individual,Manual,First Owner,5.0,11473,17.19,1197.0,81.86
235000,60000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0
600000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
525000,60000,Diesel,Individual,Manual,First Owner,5.0,1750,27.3,1498.0,98.6
325000,90000,Diesel,Individual,Manual,First Owner,5.0,2000,22.9,1248.0,74.0
420000,90000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
229999,60000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1
375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,23.4,1248.0,74.0
750000,120000,Diesel,Individual,Manual,First Owner,8.0,2800,12.05,2179.0,120.0
400000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0
600000,91000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,140.0
110000,80000,Petrol,Individual,Manual,Third Owner,5.0,3000,17.8,1086.0,63.0
45000,73257,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0
722000,80000,Diesel,Individual,Manual,First Owner,2.0,2200,0.0,2523.0,70.0
500000,15000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,83.83
250000,110000,Diesel,Individual,Manual,Second Owner,5.0,2750,18.1,1493.0,110.0
950000,40000,Diesel,Individual,Manual,First Owner,5.0,2500,21.13,1498.0,108.6
375000,212000,Diesel,Individual,Manual,First Owner,5.0,2000,21.64,1461.0,84.8
780000,30000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
575000,30000,Petrol,Individual,Manual,First Owner,5.0,4500,20.3,1086.0,68.0
563000,30000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83
450000,15000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0
2300000,1000,Diesel,Individual,Automatic,First Owner,7.0,2600,13.68,2393.0,147.51
80000,26320,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0
320000,135000,Diesel,Individual,Manual,Second Owner,5.0,2750,23.0,1396.0,90.0
375000,100000,Petrol,Individual,Manual,Third Owner,5.0,4300,13.5,1799.0,130.0
400000,120000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0
600000,230000,Diesel,Individual,Manual,First Owner,7.0,2200,14.0,2498.0,112.0
315000,60000,Petrol,Individual,Manual,Second Owner,5.0,4250,23.01,999.0,67.0
1100000,80000,Diesel,Individual,Automatic,Second Owner,5.0,3000,16.07,1995.0,181.0
350000,190000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9
375000,120000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0
1050000,217000,Diesel,Individual,Manual,Second Owner,8.0,3600,12.99,2494.0,100.6
350000,29000,Petrol,Individual,Manual,First Owner,5.0,3500,23.1,998.0,67.04
120000,120000,Petrol,Individual,Manual,Third Owner,5.0,3500,18.9,1061.0,67.0
819999,90000,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
700000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
451999,30000,Petrol,Individual,Automatic,Second Owner,5.0,3500,23.1,998.0,67.04
500000,56000,Petrol,Individual,Manual,Third Owner,5.0,4000,18.9,1197.0,82.0
1250000,90000,Diesel,Individual,Manual,First Owner,8.0,3400,12.99,2494.0,100.6
500000,120000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0
490000,60000,Diesel,Individual,Manual,First Owner,5.0,2000,25.2,1248.0,74.0
200000,147000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9
240000,35000,Petrol,Individual,Manual,First Owner,5.0,3500,18.9,998.0,67.1
655000,19500,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
620000,38426,Petrol,Individual,Manual,First Owner,5.0,11473,17.19,1197.0,81.86
450000,35000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.4,1197.0,83.11
310000,35000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.51,998.0,67.04
150000,50000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3
180000,120000,Diesel,Individual,Manual,First Owner,5.0,1750,25.44,936.0,57.6
150000,120000,Diesel,Individual,Manual,First Owner,5.0,2500,19.4,1405.0,70.0
160000,112000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
600000,70000,Diesel,Individual,Manual,Third Owner,8.0,2200,14.0,2523.0,75.0
380000,145000,Diesel,Individual,Manual,First Owner,5.0,2500,20.5,1598.0,103.5
120000,135000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,70.0
350000,500000,Diesel,Individual,Manual,Second Owner,7.0,3400,12.99,2494.0,100.57
135000,146000,Diesel,Individual,Manual,First Owner,5.0,2500,19.61,1405.0,70.0
610000,10000,Petrol,Individual,Manual,First Owner,5.0,11375,18.9,1197.0,81.86
260000,50000,Diesel,Individual,Manual,First Owner,5.0,2500,20.14,1498.0,88.5
500000,25000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86
220000,20000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0
121000,70000,Petrol,Individual,Manual,Second Owner,5.0,4300,13.5,1799.0,130.0
350000,50000,Diesel,Individual,Manual,First Owner,5.0,3000,25.0,1396.0,69.01
2200000,25000,Diesel,Individual,Automatic,Second Owner,5.0,3000,15.17,1968.0,181.0
280000,100000,Diesel,Individual,Manual,Second Owner,5.0,2750,23.0,1396.0,90.0
919999,20000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5
320000,155000,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0
140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,20.0,1399.0,68.0
310000,25000,Diesel,Individual,Manual,Second Owner,5.0,1750,21.5,1248.0,88.8
65000,120000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0
300000,90000,Diesel,Individual,Manual,First Owner,7.0,1750,18.2,1248.0,73.8
2711000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0
575000,110000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0
440000,110000,Diesel,Individual,Manual,Second Owner,5.0,2700,13.49,2179.0,138.03
380000,100000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.9,1248.0,74.0
140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4750,15.0,1368.0,90.0
475000,25000,Diesel,Individual,Manual,First Owner,5.0,3000,22.95,1248.0,74.0
200000,200000,Diesel,Individual,Manual,Third Owner,8.0,2600,13.0,2489.0,95.0
400000,176062,Diesel,Individual,Manual,First Owner,5.0,2000,17.8,1248.0,75.0
425000,250000,Diesel,Individual,Manual,Third Owner,8.0,3400,12.8,2494.0,102.0
509999,82000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6
275000,80000,Petrol,Individual,Manual,First Owner,5.0,9904,19.81,1086.0,68.05
650000,40000,Diesel,Individual,Manual,Second Owner,7.0,1750,18.2,1248.0,73.74
1850000,14000,Diesel,Individual,Manual,First Owner,5.0,2500,17.1,1956.0,170.0
650000,129000,Diesel,Individual,Manual,First Owner,5.0,1750,19.72,1461.0,108.45
360000,60000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.5,1248.0,91.7
650000,82000,Diesel,Individual,Automatic,First Owner,5.0,3000,21.73,1498.0,108.62
2000000,77500,Diesel,Individual,Automatic,Third Owner,5.0,2000,12.7,2179.0,187.7
675000,50000,Diesel,Individual,Manual,Second Owner,7.0,1750,18.2,1248.0,73.74
50000,40000,Petrol,Individual,Manual,Third Owner,4.0,2500,16.1,796.0,37.0
445000,39500,Petrol,Individual,Manual,First Owner,5.0,4200,20.52,1197.0,81.8
750000,40000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.76
425000,56000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.9,1248.0,74.0
850000,54000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73
400000,20000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.51,998.0,67.04
200000,55896,Diesel,Individual,Manual,Second Owner,5.0,3000,25.0,1396.0,69.0
550000,35000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6
250000,97000,Petrol,Individual,Manual,Second Owner,5.0,4500,19.4,1198.0,86.8
206000,120000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3
290000,50000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,4.0,3000,26.0,624.0,35.0
1200000,15000,Diesel,Individual,Manual,First Owner,5.0,2500,20.0,1497.0,115.0
220000,110000,Diesel,Individual,Manual,Third Owner,5.0,2000,21.64,1461.0,84.8
515000,120000,Diesel,Individual,Automatic,Second Owner,5.0,2800,14.84,2143.0,170.0
170000,100000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
260000,120000,Diesel,Individual,Manual,Second Owner,5.0,2000,17.8,1248.0,75.0
315000,130000,Diesel,Individual,Manual,Second Owner,5.0,2500,20.54,1598.0,103.6
225000,76000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1
420000,110000,Diesel,Individual,Manual,Third Owner,5.0,2500,19.33,1968.0,138.1
525000,96000,Diesel,Individual,Manual,First Owner,8.0,2800,12.05,2179.0,120.0
670000,90000,Diesel,Individual,Automatic,First Owner,5.0,2000,28.4,1248.0,74.0
220000,110000,Diesel,Individual,Manual,Third Owner,5.0,2000,21.64,1461.0,84.8
250000,25000,Diesel,Individual,Manual,First Owner,5.0,2000,20.0,1399.0,68.1
229999,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9
229999,164000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9
300000,120000,Petrol,Individual,Manual,Second Owner,5.0,4500,18.0,1198.0,86.7
165000,66000,Petrol,Individual,Manual,Second Owner,5.0,3500,19.0,998.0,66.1
295000,250000,Diesel,Individual,Manual,First Owner,7.0,2700,13.93,2179.0,138.0
360000,157000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.3
380000,157000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.3
300000,35000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0
320000,100000,Diesel,Individual,Manual,Second Owner,9.0,2200,12.7,2609.0,116.6
325000,70000,Petrol,Individual,Manual,Second Owner,7.0,4000,19.44,1198.0,67.0
160000,30000,Diesel,Individual,Manual,Second Owner,5.0,3000,21.12,1248.0,88.8
630000,40000,Diesel,Individual,Manual,First Owner,7.0,2200,16.5,1493.0,70.0
600000,5000,Petrol,Individual,Manual,First Owner,5.0,4200,21.21,1197.0,81.8
229999,30000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3
440000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.9,1248.0,74.0
90000,60000,Petrol,Individual,Manual,Second Owner,5.0,4200,18.0,995.0,62.0
750000,60000,Diesel,Individual,Manual,First Owner,5.0,1750,28.09,1248.0,88.5
330000,80000,Petrol,Individual,Manual,Second Owner,5.0,4800,16.8,1497.0,116.3
715000,70000,Diesel,Individual,Manual,Second Owner,5.0,1750,28.09,1248.0,88.5
250000,150000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.86,1199.0,75.0
120000,150000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.2,1061.0,64.0
100000,25000,Petrol,Individual,Manual,Third Owner,5.0,2500,14.2,1597.0,92.0
850000,35000,Diesel,Individual,Automatic,Second Owner,5.0,2500,21.72,1498.0,108.6
450000,48000,Diesel,Individual,Manual,First Owner,5.0,19024,25.4,1186.0,73.97
240000,200000,Diesel,Individual,Manual,First Owner,5.0,2000,22.07,1199.0,73.9
600000,135000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0
280000,110000,Diesel,Individual,Manual,Second Owner,7.0,1750,18.2,1248.0,73.74
465000,146000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.32
350000,44000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3
325000,70000,Petrol,Individual,Manual,First Owner,5.0,4000,20.36,1197.0,78.9
50000,271000,Diesel,Individual,Manual,First Owner,5.0,2500,16.8,1405.0,62.0
110000,120000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3
220000,80000,Diesel,Individual,Manual,First Owner,5.0,3000,23.03,1396.0,69.0
515000,60000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
750000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,20.73,1373.0,91.1
350000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
488999,15000,Petrol,Individual,Manual,First Owner,5.0,11375,18.9,1197.0,81.86
300000,27000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3
650000,35000,Diesel,Individual,Manual,Second Owner,5.0,2000,27.39,1248.0,74.0
250000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,19.0,998.0,66.1
200000,40000,Petrol,Individual,Manual,Third Owner,5.0,3500,22.74,796.0,47.3
950000,75262,Diesel,Individual,Manual,First Owner,7.0,2800,15.4,2179.0,120.0
200000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,23.03,1396.0,69.0
276000,60000,Petrol,Individual,Manual,First Owner,5.0,9414,20.3,998.0,68.05
250000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
95000,80000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
200000,70000,Diesel,Individual,Manual,Second Owner,5.0,3000,23.57,1396.0,70.0
450000,100000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.32
900000,18000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,140.0
200000,175000,Diesel,Individual,Manual,First Owner,5.0,2500,19.09,1396.0,69.0
200000,70000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.36,1197.0,78.9
370000,91863,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1
250000,100000,Petrol,Individual,Manual,First Owner,5.0,2600,15.2,1193.0,65.0
290000,10000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
900000,35000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5
325000,120000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.1
425000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
315000,60000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
300000,70000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05
325000,70000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.36,1197.0,78.9
900000,130000,Diesel,Individual,Manual,First Owner,5.0,2750,21.38,1396.0,88.7
950000,133000,Diesel,Individual,Manual,First Owner,5.0,2750,21.38,1396.0,88.7
320000,120000,Diesel,Individual,Manual,Third Owner,5.0,2500,20.54,1598.0,103.6
500000,20000,Petrol,Individual,Manual,First Owner,5.0,4300,19.44,999.0,75.0
290000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,15.6,1196.0,70.0
60000,90000,Petrol,Individual,Manual,First Owner,4.0,4000,25.4,624.0,37.48
120000,140000,Petrol,Individual,Manual,Third Owner,5.0,3500,19.0,998.0,66.1
850000,103000,Diesel,Dealer,Manual,First Owner,5.0,1750,25.6,1498.0,97.9
1750000,23000,Diesel,Dealer,Manual,First Owner,7.0,2800,13.68,2393.0,147.8
600000,128000,Diesel,Dealer,Manual,First Owner,5.0,1750,26.0,1498.0,98.6
620000,33000,Diesel,Individual,Manual,First Owner,5.0,2500,20.14,1498.0,88.8
150000,70000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,0.0,1086.0,62.0
135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3500,12.85,1396.0,99.6
200000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,71.0
730000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,26.21,1248.0,88.5
800000,100000,Diesel,Individual,Manual,First Owner,8.0,3400,12.99,2494.0,100.6
300000,90000,Diesel,Individual,Manual,Second Owner,8.0,2200,14.0,2498.0,112.0
190000,112000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
350000,50000,Petrol,Individual,Manual,First Owner,5.0,4300,15.5,1799.0,132.0
509999,62000,Diesel,Individual,Manual,Second Owner,5.0,2500,24.4,1120.0,71.0
400000,90000,Diesel,Individual,Manual,First Owner,7.0,1750,20.77,1248.0,88.76
800000,80000,Diesel,Individual,Manual,First Owner,7.0,3400,12.99,2494.0,100.0
250000,50000,Diesel,Individual,Manual,First Owner,5.0,3000,21.02,1248.0,88.8
930000,47552,Diesel,Individual,Manual,Second Owner,5.0,2750,19.67,1582.0,126.2
720000,40000,Diesel,Individual,Manual,Second Owner,5.0,1750,24.3,1248.0,88.5
225000,15000,Petrol,Individual,Manual,First Owner,5.0,4000,15.6,1196.0,70.0
950000,20000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96
530000,52000,Petrol,Individual,Manual,First Owner,5.0,11473,17.19,1197.0,81.86
470000,70000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
650000,110000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0
540000,77500,Diesel,Individual,Manual,Second Owner,7.0,2700,14.0,2179.0,138.1
459999,100000,Diesel,Individual,Manual,Second Owner,5.0,2000,25.2,1248.0,74.0
325000,14700,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
240000,40000,Petrol,Individual,Manual,First Owner,5.0,2500,16.8,796.0,34.2
400000,32000,Petrol,Individual,Manual,Second Owner,6.0,3600,18.15,1198.0,82.0
70000,70000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
250000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,17.5,1298.0,85.8
910000,80000,Diesel,Individual,Manual,Second Owner,8.0,3400,12.99,2494.0,100.6
720000,25000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
590000,50000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0
434000,120000,Diesel,Individual,Manual,First Owner,10.0,1800,13.58,2499.0,72.4
145000,170000,Diesel,Individual,Manual,First Owner,7.0,1500,13.6,2523.0,63.0
445000,19700,Petrol,Individual,Manual,First Owner,5.0,3600,18.15,1198.0,82.0
191000,70000,LPG,Individual,Manual,First Owner,5.0,3000,13.45,1086.0,62.1
372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,3000,25.83,1498.0,99.0
65000,90000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1
300000,140000,Diesel,Individual,Manual,First Owner,5.0,2000,20.0,1399.0,68.05
125000,120000,Diesel,Individual,Manual,Third Owner,8.0,2200,12.7,2609.0,116.6
520000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,20.3,1199.0,84.0
190000,70000,Petrol,Individual,Manual,Third Owner,5.0,3500,22.74,796.0,47.3
310000,7000,Petrol,Individual,Manual,First Owner,5.0,4250,22.5,999.0,67.0
750000,90000,Diesel,Individual,Manual,First Owner,8.0,3400,12.8,2494.0,102.0
750000,110000,Diesel,Individual,Automatic,First Owner,7.0,2800,18.49,1493.0,100.0
350000,15000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05
360000,5000,Petrol,Individual,Manual,First Owner,5.0,3500,22.05,796.0,47.3
285000,5000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
160000,70000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3
229999,60000,Petrol,Individual,Manual,Second Owner,7.0,4000,19.44,1198.0,67.0
85000,120000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3
